#Cluster EXTVER SPECID SNR_8000_VAR SNR_8000_RMS SNR_8200_VAR SNR_8200_RMS SNR_8400_VAR SNR_8400_RMS SNR_8600_VAR SNR_8600_RMS SNR_8800_VAR SNR_8800_RMS SNR_9000_VAR SNR_9000_RMS SNR_9200_VAR SNR_9200_RMS SNR_9400_VAR SNR_9400_RMS SNR_9600_VAR SNR_9600_RMS SNR_9800_VAR SNR_9800_RMS 
SpARCS0035 15 104001195 3.227947 2.300347 4.138106 2.326468 4.115690 2.319428 3.478393 2.210393 2.918561 1.605540 3.468500 1.842333 4.070790 1.748048 3.155359 1.438241 2.658397 1.175008 2.275645 1.081916 
SpARCS0035 9 104001118 7.510966 5.200498 7.710943 5.196480 7.517088 4.986468 8.213284 5.769868 8.002568 5.990055 8.704815 3.819354 9.176456 3.651990 7.163876 4.751189 5.730087 4.273888 5.284766 3.912201 
SpARCS0035 18 104001224 2.053348 1.916811 2.334603 2.208320 2.039990 1.908773 2.594595 0.701533 2.513181 0.699070 2.636683 1.833861 2.962015 1.911688 2.073664 1.280300 1.787123 1.223560 1.195080 0.707710 
SpARCS0035 20 104001273 2.909380 2.627957 3.169877 2.261351 3.256634 2.236754 3.404160 2.888147 3.127821 2.610451 3.606100 2.639104 4.066560 2.488196 2.692390 1.418094 1.689357 0.975487 1.492526 1.099324 
SpARCS0035 7 104001050 2.665983 1.423376 4.243104 1.897345 4.651975 2.311181 4.090938 2.323608 3.102360 1.644963 3.786816 1.867199 5.794908 2.411139 5.127914 2.059743 3.598996 1.828532 2.435086 1.492872 
SpARCS0035 14 104001180 10.837209 7.769005 10.730909 8.354933 10.527776 8.037422 10.945656 8.931962 9.248709 6.536385 8.751457 6.434073 8.482743 5.195140 9.390002 4.799976 11.181033 6.396271 9.685287 5.923553 
SpARCS0035 19 104001249 3.436146 2.780114 4.433619 3.022114 4.615638 3.316327 4.325603 3.392687 3.725236 2.121984 4.039705 2.202697 4.528412 2.119898 3.036434 1.408816 2.329326 1.435825 2.169567 1.276001 
SpARCS0035 17 104001222 10.222667 6.330504 10.337007 6.617272 8.328866 4.162389 8.340349 3.045796 6.554347 2.800702 6.207003 4.297898 7.236297 3.075321 5.639686 2.351846 4.526488 2.403497 3.728671 2.202985 
SpARCS0035 21 104001280 3.579952 2.851580 3.902435 3.504528 3.416253 3.066357 3.284492 2.693555 2.640381 1.917480 2.609253 1.958010 2.859417 1.579251 2.339784 1.223989 2.062383 1.411490 1.518873 1.097431 
SpARCS0035 22 104001287 3.817734 2.381403 4.434522 2.773013 4.311552 2.872005 4.222988 3.176654 3.597769 2.845292 4.372148 3.153627 4.626427 2.241834 3.021101 1.501135 3.027784 1.542349 3.415378 1.718361 
SpARCS0035 140 204040581 nan 2.079461 nan 2.033490 nan 1.552921 nan 1.448995 nan 1.555454 nan 1.971593 nan 1.196206 nan 0.680855 nan 0.895162 0.000000 0.000000 
SpARCS0035 25 104001467 24.374714 11.879090 27.317860 10.190163 27.971729 9.317528 29.729120 11.231985 29.344015 16.975605 33.853027 16.127941 36.647182 16.055540 30.630651 12.089735 26.649263 10.408385 21.575451 9.809403 
SpARCS0035 115 204022498 1.049128 1.570976 0.947289 1.034441 0.757439 0.786326 1.038052 0.606740 nan 0.697717 nan 0.995865 nan 0.568139 nan 0.541789 0.017972 2.310533 0.000000 7864653547726292.000000 
SpARCS0035 95 204011001 2.251601 2.825940 2.466844 2.605195 2.206273 2.819094 2.254937 1.975458 nan 1.811501 nan 1.960155 2.098921 1.621082 nan 1.231299 nan 1.134161 nan 0.984750 
SpARCS0035 113 204020653 1.819597 1.977115 2.159955 2.665131 1.815900 2.424537 1.727879 2.288892 nan 1.700885 nan 1.707435 nan 1.146191 nan 0.997603 nan 1.593635 0.000000 5558622300474454.000000 
SpARCS0035 126 204030625 2.446486 1.576876 2.623725 1.535014 2.356696 1.548943 2.486685 1.810827 nan 1.285306 nan 1.208040 nan 0.976197 nan 0.848695 nan 0.981072 0.000000 0.000000 
SpARCS0035 27 104001517 2.430628 2.332790 2.330790 1.754746 1.943099 1.311914 2.197035 1.512733 2.413775 1.842328 3.001397 2.227435 3.826159 1.958183 3.484243 1.695099 2.971447 1.790968 2.518017 1.742551 
SpARCS0035 98 204013002 4.617240 5.581275 4.854960 5.483780 4.346352 5.014355 4.380252 4.048806 3.944237 2.768478 5.028891 3.220068 5.366395 2.452242 3.566942 2.525958 2.731657 2.191959 1.658209 1.391719 
SpARCS0035 112 204020509 2.634769 3.364476 2.862733 3.710223 2.474311 3.229438 2.503308 3.580205 2.118301 2.877135 1.990237 2.422618 nan 2.534873 nan 2.207544 nan 2.484654 0.000000 5791791540229336.000000 
SpARCS0035 29 104001683 4.450731 2.932454 4.644988 2.598240 4.745292 2.941202 5.144165 3.136762 5.220755 2.999679 6.600292 3.606980 7.738505 3.078439 6.382427 2.755289 5.308793 2.686659 4.716628 2.690703 
SpARCS0035 26 104001477 2.218748 1.731499 2.479607 2.037914 2.232804 1.841823 2.171876 1.401002 2.176364 1.386806 2.646289 1.889902 2.789083 0.907044 2.319035 0.799378 2.657836 1.274303 2.956894 2.123104 
SpARCS0035 93 204011000 3.277485 3.343012 3.925167 3.797704 3.573122 3.560193 3.223096 3.304243 2.488346 2.711847 2.860041 2.198871 2.948759 2.190274 nan 1.845705 nan 1.446289 0.509984 0.960256 
SpARCS0035 127 204030454 5.242173 3.122851 5.923352 4.237191 5.335872 3.663174 5.348386 3.761696 4.234148 3.514677 4.282452 3.502566 4.288356 2.715955 nan 2.290565 nan 2.180433 nan 1.896328 
SpARCS0035 114 204020445 4.717941 5.635006 5.054279 6.607007 4.329893 5.216864 4.171895 5.080885 3.387485 4.739109 3.335467 4.481284 3.224362 3.867385 nan 2.721422 nan 2.884778 0.000000 0.000000 
SpARCS0035 125 204030456 6.229965 4.105948 6.563138 4.193300 5.445145 3.770069 5.134245 3.446863 3.824413 3.043990 3.821613 3.225597 nan 2.545241 nan 2.672379 nan 2.635847 0.167436 3.760715 
SpARCS0035 28 104001620 3.341296 2.161040 3.614384 2.389845 3.582160 2.597999 4.050272 2.494690 4.298786 2.741591 5.508513 3.296583 6.378653 1.869586 5.008512 1.767572 4.185266 2.185450 3.710209 2.192447 
SpARCS0035 31 104001734 0.760533 0.659370 0.722241 0.601343 0.867567 0.593099 0.961631 0.839994 0.789164 0.629509 0.917325 0.585790 0.947006 0.514935 0.816096 0.493253 0.878864 0.600940 0.754083 0.466652 
SpARCS0035 142 204040396 2.898424 4.811109 2.949624 4.425007 2.273744 3.920640 nan 2.702835 nan 2.294010 nan 2.796803 nan 1.881324 nan 0.987952 nan 0.611603 nan 0.080697 
SpARCS0035 97 204012008 2.286432 2.662243 2.548952 2.568273 2.391474 2.617704 2.066439 2.304584 nan 1.785099 nan 1.963672 nan 1.713831 nan 1.352025 nan 1.105442 nan 0.846607 
SpARCS0035 36 104001775 1.581896 1.290687 1.727556 1.353711 1.836302 1.552304 1.915285 1.636944 1.522827 1.091335 1.988883 1.176391 2.274552 1.375861 1.919912 1.072894 1.994877 1.137918 1.747024 1.151745 
SpARCS0035 33 104001742 1.661537 1.071249 1.749328 1.024745 1.199313 0.786575 0.955090 0.484161 0.826761 0.399631 1.115253 0.628188 1.234596 0.381717 0.719550 0.179582 0.973582 0.453481 1.470556 0.701563 
SpARCS0035 35 104001769 5.003546 3.474247 5.766140 3.960961 6.182697 5.353264 6.634919 5.110893 6.108463 4.763918 7.931711 3.902766 9.362177 1.862964 8.842528 0.960003 6.854610 0.863181 3.939220 2.402431 
SpARCS0035 108 204022757 0.730619 1.057805 0.804788 1.173397 nan 0.900894 nan 0.820206 nan 0.703616 nan 0.658133 nan 0.490079 nan 0.591846 0.000000 2044562144403699.000000 0.000000 2044562144403699.000000 
SpARCS0035 32 104001739 4.089354 2.808855 3.617023 2.114184 3.007327 1.925077 3.629828 2.995462 2.983719 2.676473 3.293113 2.682070 3.598623 1.125259 2.720384 0.958206 2.238497 1.246497 1.689438 1.231540 
SpARCS0035 122 204030357 1.623853 1.041127 1.385757 0.987877 1.115572 0.747757 1.679340 0.875796 1.602149 0.856315 nan 0.859412 nan 0.871258 nan 0.761659 -0.001892 6.006131 0.000000 5580037235744535.000000 
SpARCS0035 47 104002044 7.372117 4.750584 8.931339 6.512000 9.614118 8.309077 9.441001 8.662678 8.217256 7.448085 9.003274 6.784760 9.428521 5.579571 7.265421 4.260115 6.668835 4.430698 6.379919 4.386351 
SpARCS0035 104 204020190 1.360305 2.456284 1.556469 2.284434 1.297681 1.677858 1.211343 1.455042 nan 1.485016 nan 1.527093 nan 1.359303 nan 1.307140 0.000000 0.000000 0.000000 0.000000 
SpARCS0035 136 204040176 2.239655 3.673499 2.398107 3.709020 1.913336 2.804880 nan 2.675161 nan 1.951718 nan 1.776328 nan 1.221729 nan 0.754252 nan 0.996790 nan 2.521540 
SpARCS0035 60 104002347 1.607975 1.959182 2.059157 3.001325 1.860334 2.864864 2.148858 1.114136 1.851349 1.183230 2.411671 2.898562 3.011238 2.696525 2.032510 2.515643 1.840423 2.113623 1.881986 1.944590 
SpARCS0035 118 204030123 4.610915 0.920836 4.294463 3.540976 3.614195 3.467337 3.445752 2.729555 2.688332 2.009714 2.504930 2.023042 nan 1.159295 nan 1.170840 0.000000 3811562460371901.500000 0.000000 3811562460371901.500000 
SpARCS0035 63 104002403 -0.000240 -0.082170 -0.025609 0.111701 -0.049137 0.290173 0.037833 0.369936 0.141338 0.292707 0.186919 0.349250 0.105789 0.155817 0.004308 0.163859 0.031592 0.084878 0.039382 -0.027648 
SpARCS0035 99 204020138 1.883840 2.803552 1.907364 3.125173 2.164171 1.101842 2.294130 1.302883 1.636315 1.863739 1.661931 1.617398 nan 1.545881 nan 1.890249 0.000000 5975262882164879.000000 0.000000 5975262882164879.000000 
SpARCS0035 59 104002343 2.244619 1.601847 2.501820 1.459517 2.232562 1.421704 2.575097 2.142090 2.457848 1.590318 2.680279 1.713690 3.217935 1.785996 2.684517 1.302823 1.946645 1.134466 1.814309 1.227523 
SpARCS0035 54 104002190 2.881306 2.126100 3.747037 2.367117 3.406767 2.237145 3.113321 1.567706 3.186750 1.719342 4.087059 2.437180 4.628366 1.492066 3.769440 1.434417 3.635137 1.969329 3.404304 2.109219 
SpARCS0035 51 104002129 10.319033 6.188237 11.967628 7.001060 14.872304 9.505272 15.844374 11.183691 13.639722 9.425795 12.560987 9.639456 12.864292 8.010381 12.354419 7.367959 10.566856 8.020896 8.433543 5.604545 
SpARCS0035 52 104002147 4.609417 0.978711 5.448040 1.095236 5.095002 3.814798 5.218019 3.862548 4.624352 3.523039 5.401879 3.958707 5.757212 3.331240 4.372271 2.047116 3.765381 2.194534 3.336715 2.464791 
SpARCS0035 102 204020291 4.259960 5.214023 4.313724 4.916207 3.469499 4.194743 3.032961 3.332461 2.300163 2.766357 2.334747 2.778156 nan 2.235054 nan 1.764448 nan 2.170346 0.000000 5519806751558295.000000 
SpARCS0035 58 104002291 5.492129 4.808856 5.928773 4.461745 5.300855 3.579872 4.231949 2.793474 3.282969 2.458133 2.916772 3.380409 3.327492 3.002263 3.594394 2.152772 3.608396 2.314274 2.884634 1.602473 
SpARCS0035 139 204040631 nan 2.014489 nan 1.909269 nan 1.529932 nan 0.731946 nan 0.793006 nan 1.801203 nan 0.846007 nan 0.279302 nan 0.542912 nan 3.103520 
SpARCS0035 30 104001707 4.354204 2.081525 4.299399 2.176737 4.293480 2.211098 4.508736 2.477690 4.250338 2.341047 5.158026 2.599143 5.597917 1.791233 5.384694 1.836233 5.415946 2.413581 4.263777 1.678018 
SpARCS0035 94 204011002 2.646833 3.172274 2.902047 3.659400 2.743346 3.274732 2.697780 2.890930 2.204462 2.300331 2.434229 2.482204 2.632788 1.872274 nan 2.012131 nan 1.870672 nan 1.173890 
SpARCS0035 38 104001867 2.279807 1.766522 2.029816 1.320412 1.734587 1.209505 1.743342 1.323647 1.667212 1.310051 1.977103 1.400706 2.000573 1.022488 1.246217 0.721847 1.024597 0.631500 1.075591 0.602930 
SpARCS0035 110 204022685 0.665109 0.884582 0.873870 1.232524 0.786431 1.100496 nan 0.954445 nan 0.982992 nan 1.123386 nan 0.995162 nan 1.037564 nan 0.900662 0.000000 4759846854454442.000000 
SpARCS0035 111 204020529 1.533558 2.121974 1.536053 1.988555 nan 1.699620 nan 1.501343 nan 1.308012 nan 1.466575 nan 1.155632 nan 1.002393 nan 1.126478 0.000000 4337435499048667.500000 
SpARCS0035 138 204040549 6.193293 6.290377 7.456418 5.845105 6.912369 6.807073 6.323703 7.125144 4.795201 5.671273 5.175285 4.635470 5.201268 3.500182 2.086231 2.449325 0.209563 5.633927 0.000001 3677758847930286.500000 
SpARCS0035 124 204030589 1.989865 1.512161 2.156198 1.590146 1.728707 1.129497 nan 0.951415 nan 1.027148 1.898374 1.212959 nan 1.042966 nan 0.828551 nan 0.870414 0.000000 0.000000 
SpARCS0035 39 104001891 2.549614 1.736720 3.366572 1.999730 3.036461 1.904986 2.655398 1.642927 2.561469 1.625891 3.020261 1.999188 3.711434 1.493001 2.989651 1.302619 2.776822 1.487959 2.980500 1.642235 
SpARCS0035 137 204042823 nan 1.056401 nan 1.173122 nan 0.905823 nan 0.808009 nan 0.649804 nan 0.890251 nan 1.102011 nan 0.440665 nan 0.531953 nan 1.467688 
SpARCS0035 43 104001980 3.244568 2.824075 3.777925 3.186672 3.700011 3.419888 3.282820 2.682418 2.876080 2.141725 3.682984 2.723034 4.135426 2.179770 3.096205 1.685977 2.964082 2.129105 2.626892 1.859312 
SpARCS0035 46 104002041 3.066070 1.508233 3.879398 2.291329 4.062616 2.740486 3.777166 2.417509 3.399482 1.841161 3.523238 1.789410 3.882680 1.503844 3.348844 1.464587 2.972928 1.973312 2.957815 1.715902 
SpARCS0035 123 204030558 1.912605 1.548473 1.987414 1.214983 nan 1.197601 nan 1.689028 nan 1.438318 nan 1.285055 nan 0.879258 nan 0.941298 0.477009 1.050795 0.000000 6552915484568447.000000 
SpARCS0035 90 204010003 4.571932 4.481494 4.916553 5.200921 4.824520 4.485009 4.812888 4.889267 3.728328 3.963943 3.797389 3.933789 4.087403 2.026830 3.324768 2.466752 nan 1.920120 nan 1.055246 
SpARCS0035 106 204020524 2.372130 3.532896 nan 3.478005 nan 3.238418 2.452388 3.344103 2.068679 3.018142 2.249471 2.977576 2.372116 2.180884 nan 2.018244 nan 2.146730 0.000000 2706068781767985.500000 
SpARCS0035 121 204033030 1.620972 1.218062 1.721295 0.975997 1.539209 0.913826 1.642739 1.114254 nan 0.720335 nan 0.814646 nan 0.906455 nan 0.699025 nan 0.906383 0.000000 0.000000 
SpARCS0035 91 204010004 2.369529 3.311913 2.567351 3.163464 2.225081 2.498865 nan 2.117354 nan 2.107215 2.143982 2.208930 nan 1.604252 nan 1.399303 nan 1.175541 nan 0.866583 
SpARCS0035 48 104002072 0.741378 0.746490 0.685139 0.615914 0.833553 0.597810 0.978670 0.850249 0.964369 0.768835 1.002653 0.692389 1.190155 0.667874 1.305663 0.719156 1.364598 0.808617 1.479124 1.004877 
SpARCS0035 45 104002026 2.470981 2.068739 2.847676 2.013071 3.139222 2.073770 3.291139 2.496091 3.088493 2.506959 4.128987 2.831525 4.934537 2.219287 4.556114 2.205853 4.317561 3.257553 3.587680 2.740802 
SpARCS0035 49 104002092 2.823321 2.207790 3.540434 2.895450 3.890824 2.962156 3.711827 2.826047 2.794605 1.933223 3.519475 2.089654 5.063120 1.960351 4.733081 2.124764 4.055018 2.685511 3.372285 2.496292 
SpARCS0035 107 204020499 0.832995 1.353247 0.776026 1.106811 0.667433 0.916001 nan 0.892029 nan 0.835367 nan 0.719822 nan 0.518296 nan 0.575202 nan 0.855597 0.000000 6092465084754298.000000 
SpARCS0035 40 104001892 3.672837 2.423665 3.680948 2.529609 3.269840 3.008698 3.289278 3.104782 2.865182 2.563167 2.997452 2.754792 3.609529 1.963961 2.914230 1.450416 2.255174 1.487399 1.937466 1.623559 
SpARCS0035 41 104001943 2.238430 1.855718 2.207916 1.615070 1.870644 1.657368 1.721102 1.551965 1.576008 1.225056 1.949607 1.509462 2.100600 1.326387 1.819554 1.100504 1.851254 1.383212 2.129650 1.054913 
SpARCS0035 34 104001744 2.518891 1.900941 3.132301 2.457062 2.350315 1.646281 2.086831 1.693119 3.084453 2.501265 5.332988 3.451536 6.105586 3.091771 5.021078 2.725976 4.337515 2.852132 3.775315 2.512801 
SpARCS0035 37 104001835 3.844011 2.970135 5.468349 3.061782 5.791915 3.248271 5.180143 3.145745 4.922670 3.321317 5.687571 3.239332 6.603976 1.833660 5.658149 1.900147 4.843764 2.503719 4.221725 2.265505 
SpARCS0035 88 204010002 3.244320 2.845719 3.554877 2.953066 3.073524 2.979140 nan 3.333692 nan 2.392967 2.418506 2.551602 nan 2.429144 nan 1.793510 nan 1.433804 nan 1.042574 
SpARCS0035 42 104001970 3.388920 2.387444 3.977422 2.446698 3.901804 2.772631 3.212865 2.515397 2.854010 1.906103 2.978611 1.949604 3.721908 1.473912 4.300949 1.905258 4.328375 2.067964 3.844538 1.692532 
SpARCS0035 44 104001989 1.400479 1.159730 1.279495 1.290460 1.255496 1.292891 1.363825 0.925592 1.408100 0.833904 1.855095 1.103189 1.880598 0.920599 1.584169 0.823961 1.854252 1.405391 1.545218 1.085457 
SpARCS0035 50 104002117 2.075974 1.863944 2.472504 2.265211 2.410726 2.323074 2.560090 2.021438 2.526666 1.682435 3.134531 1.960873 3.737586 1.909323 3.108524 1.778219 3.015386 1.920423 2.537179 1.371221 
SpARCS0035 55 104002212 3.806608 2.902074 3.832955 2.789700 3.271505 2.600296 2.947651 2.492392 2.551012 1.954227 2.681540 2.123693 2.940616 1.694914 2.507832 1.261170 3.110600 1.126311 2.864094 1.093437 
SpARCS0035 57 104002272 3.646831 2.722164 3.644123 2.641218 3.611786 2.481405 3.640005 2.617334 3.143038 2.491835 3.601063 2.481254 3.735352 1.951257 3.643061 1.944511 3.654537 2.468929 3.026217 2.147156 
SpARCS0035 53 104002183 1.028343 0.901869 1.104966 0.961005 1.188058 0.953793 1.435706 0.906745 1.522119 0.939170 1.572730 1.062627 1.641202 0.802506 1.764336 0.869722 2.098486 1.527586 1.630378 1.086317 
SpARCS0035 92 204011012 2.604273 3.149788 2.836504 3.435371 2.658477 3.127709 3.012325 2.041599 2.532755 1.904658 2.185225 2.149663 2.301252 1.643008 1.975004 1.898460 1.064416 1.242463 0.097190 1.256316 
SpARCS0035 65 104002472 6.207214 4.664737 6.945241 4.123123 6.701347 4.064158 6.493269 4.158534 6.306410 3.924907 6.783015 3.114603 7.087097 2.692530 6.308270 2.769521 5.540058 2.963386 5.093406 2.540946 
SpARCS0035 64 104002441 0.263147 0.404289 0.220519 0.278516 0.325429 0.385579 0.405546 0.618307 0.303809 0.487554 0.276694 0.355881 0.429406 0.460602 0.265082 0.209422 0.224490 0.302401 0.271284 0.486499 
SpARCS0035 61 104002353 0.896567 1.094964 1.103318 1.194964 1.212402 1.355784 1.349338 1.551658 1.418788 1.027090 1.558055 1.105682 1.943654 1.582661 2.144068 1.410174 1.799249 1.439772 1.340474 1.313265 
SpARCS0035 100 204020540 5.368565 8.562260 5.539573 6.764461 4.783888 5.895102 4.526197 5.387962 3.322999 4.003171 3.232589 3.981551 3.119383 2.431044 nan 1.843332 nan 3.250829 0.000001 3090843330809732.500000 
SpARCS0035 66 104002482 -0.208501 -0.818455 -0.183970 -0.639535 -0.181215 -0.552556 -0.101644 -0.587455 -0.058937 -0.662068 -0.215977 -0.895899 -0.213787 -0.683226 -0.195503 -0.704431 -0.314359 -1.273263 -0.358026 -1.455740 
SpARCS0035 120 204030498 2.267393 1.837469 2.616291 2.335720 2.012605 1.793854 1.874946 1.348273 1.485087 0.921943 1.163427 0.723020 nan 0.507460 nan 0.696073 nan 1.138310 0.000000 4610946667171549.000000 
SpARCS0035 89 204010005 3.629205 5.168769 3.844455 4.586579 3.428250 3.731160 3.314773 2.532413 2.677325 2.326704 2.654833 2.811982 nan 2.433880 nan 1.813015 nan 1.475343 nan 1.622751 
SpARCS0035 56 104002264 0.225285 2.375933 0.273851 2.514179 0.444399 2.393511 0.442558 2.601310 0.400970 2.128852 1.369205 2.193824 1.208950 2.362949 0.244635 2.249219 0.289516 2.380126 0.249189 2.000039 
SpARCS0035 135 204040394 38.175148 19.070182 39.647010 11.160684 34.752266 8.861941 31.287735 10.108827 24.913143 12.489018 26.275474 7.210909 25.302579 6.144038 15.501410 5.376857 8.519362 8.576494 2.883998 24.346208 
SpARCS0035 117 204030969 2.529373 1.944187 2.808619 2.311212 2.078778 1.848353 1.797865 1.450287 1.421604 1.182735 1.890188 1.037475 nan 0.824636 nan 0.753789 nan 0.933749 nan 1.429551 
SpARCS0035 62 104002394 5.129192 3.370256 5.833774 2.865017 5.981079 3.085624 5.528874 3.364971 4.508203 3.024270 4.631625 2.862971 6.566605 2.049536 7.306826 2.624721 6.092901 2.779316 5.273908 2.453715 
SpARCS0035 70 104002610 3.414991 2.170517 3.939030 2.586178 3.782698 2.637687 4.182308 2.775651 3.535068 2.399526 3.638982 2.510543 4.497777 2.252660 3.785078 1.895913 3.546729 2.429115 3.257162 2.453695 
SpARCS0035 73 104002669 3.016322 2.365134 3.023071 2.501856 3.425456 0.929062 3.467203 0.920468 2.973828 2.211085 3.332556 2.517617 3.339168 1.492909 2.388418 1.071176 1.923110 1.227539 1.632680 1.126657 
SpARCS0035 67 104002530 4.458102 2.749175 5.559678 3.046238 5.712567 3.012368 5.815308 2.993191 5.053244 2.785327 5.607480 2.983733 6.594135 3.228362 5.462034 2.808792 4.719605 2.426558 4.962794 2.616148 
SpARCS0035 69 104002583 4.180495 2.246786 5.177727 3.152798 5.896282 3.515897 5.594907 4.032432 4.918155 3.296648 5.389099 3.584195 5.450080 3.073582 3.972754 2.004083 3.481349 2.181273 3.000239 2.346036 
SpARCS0035 134 204040283 nan 2.226823 nan 2.777425 nan 3.042711 nan 3.600111 nan 2.378342 nan 2.622411 nan 2.241881 nan 1.243488 nan 1.065311 0.000000 1261505067013688.250000 
SpARCS0035 133 204040301 nan 1.195345 nan 1.144495 nan 0.977027 nan 1.025564 nan 0.828188 nan 1.012207 nan 0.560198 nan 0.045797 nan 0.178680 nan 0.971066 
SpARCS0035 77 104002849 2.954872 2.509433 3.694033 3.105271 3.635013 2.877171 3.311298 2.746315 3.041849 2.439723 3.726715 2.542656 3.929990 1.901580 2.980187 1.403133 2.480386 1.461628 1.827082 1.585944 
SpARCS0035 132 204040270 nan 2.530310 nan 2.529881 nan 2.058743 nan 1.868902 nan 1.249924 nan 1.331205 nan 1.084197 nan 0.584554 nan 0.924770 0.000000 5242923434837965.000000 
SpARCS0035 76 104002832 8.428140 4.123741 9.026774 4.263159 8.067334 4.370416 8.012092 4.406723 7.773805 4.867171 8.465908 4.086282 9.305401 2.856986 8.470065 3.122527 7.247603 3.417231 6.173635 2.985719 
SpARCS0035 79 104002963 6.718141 3.690456 7.569031 3.798600 7.054305 3.939882 6.710831 4.565563 6.189976 3.787289 7.165528 3.650363 8.276814 2.925421 7.564665 3.193460 6.620164 3.052483 5.831851 2.583520 
SpARCS0035 129 204040345 nan 1.940621 nan 2.102903 nan 2.316929 nan 2.028717 nan 1.779974 nan 2.859501 nan 2.077263 nan 1.055156 nan 0.871864 0.123620 1.555070 
SpARCS0035 68 104002559 2.094826 1.112438 2.373091 1.007777 1.823624 0.640409 1.445588 0.530587 1.105265 0.499429 1.566935 0.692961 2.031268 0.611816 1.085963 0.242212 0.756862 0.206349 0.839141 0.148923 
SpARCS0035 71 104002614 7.685088 6.383421 8.259811 6.008829 7.742065 3.933205 8.225633 2.279164 7.597494 2.412348 8.112138 4.611013 8.623807 3.669898 6.446838 3.058553 5.369612 3.136413 4.348604 2.730025 
SpARCS0035 75 104002763 2.769659 1.512468 2.851551 1.680890 2.752998 1.660109 2.157990 1.465011 1.960223 1.241503 2.130133 1.294964 2.716115 1.117801 3.360667 1.121063 3.096053 1.105938 2.424640 1.141450 
SpARCS0035 74 104002710 7.503811 4.022655 7.800045 3.756163 6.683586 3.443135 6.159363 3.327149 6.997056 3.515214 8.426300 3.311850 9.692751 2.739139 8.806012 3.006103 7.177794 3.446070 6.275732 3.008340 
SpARCS0035 80 104003018 4.487885 3.046591 4.866592 3.152650 5.463353 3.896614 7.316347 4.122649 7.964613 4.201182 8.626532 3.880694 9.619468 3.041571 8.608171 3.423125 7.210486 3.851259 6.235905 2.920746 
SpARCS0035 82 104003078 6.010218 3.711834 7.324560 3.940842 6.964402 3.847320 6.081242 4.122065 5.622144 3.485278 5.367059 2.823964 6.006346 2.429649 5.458177 2.668140 3.999153 2.209703 3.331715 1.924818 
SpARCS0035 128 204040484 2.528589 3.257092 nan 3.215101 nan 2.984170 nan 1.858206 nan 1.317346 nan 1.402104 nan 1.113913 nan 0.641896 nan 0.878801 nan 3.666282 
SpARCS0035 83 104003121 4.475699 2.949995 5.252778 3.190376 4.952819 2.734107 4.351652 2.563755 4.297659 2.900145 5.395266 3.035597 7.104023 1.838390 7.407394 2.119044 6.484333 2.473901 5.535835 2.131914 
SpARCS0035 81 104003054 7.089175 5.444220 7.127991 5.530311 7.224781 4.805096 8.750042 4.229725 9.095693 4.778665 9.898246 5.268612 9.867926 4.501221 7.856769 3.531571 7.192704 3.743268 6.182007 3.610355 
SpARCS0035 84 104003319 4.691339 3.335222 4.529004 3.060716 4.648808 3.076110 4.076940 3.073311 3.460685 2.835118 3.381045 2.181966 4.214374 1.872765 5.125051 1.979647 5.258017 2.226489 5.043137 2.452680 
SpARCS0035 86 104003407 4.313388 2.239481 3.799493 1.776067 3.953233 1.369640 5.716427 1.270708 5.298002 1.240159 5.748481 2.425088 6.904991 2.095155 4.244984 1.020093 2.400181 0.923341 1.284476 0.235497 
SpARCS0035 96 204012010 1.445492 1.648585 1.547231 1.312846 1.760886 1.543581 1.895369 2.429113 1.597504 1.869083 nan 1.570670 nan 0.948305 nan 0.912417 nan 0.940744 nan 0.505671 
SpARCS0035 87 204010001 2.649113 1.914678 2.895225 2.571466 3.045703 2.554849 3.091643 3.153464 2.465218 2.562677 2.468342 2.464089 2.516222 2.040591 nan 2.032627 nan 1.458380 nan 1.031449 
SpARCS0035 109 204020929 2.170021 3.880320 2.427406 4.227822 2.051002 3.787780 1.889601 3.574791 1.399719 2.635103 1.317405 2.125799 nan 1.884827 nan 1.482104 nan 1.519630 nan 3.597397 
SpARCS0035 105 204026414 0.362418 0.719535 0.249563 0.447793 0.105794 0.150486 0.101847 0.194972 nan 0.124756 nan -0.035763 nan 0.209760 nan 0.455583 nan 0.432160 nan 0.315068 
SpARCS0035 103 204020961 7.129318 11.724019 7.351577 9.509751 6.016372 7.967605 5.551577 6.803657 4.532493 5.902651 4.346377 5.043753 4.091478 3.619480 nan 2.735306 nan 3.431448 0.318518 7.230334 
SpARCS0035 101 204020924 3.233101 5.010263 3.403819 6.452209 2.812734 4.349253 2.470432 3.721850 1.815434 3.191649 nan 2.936314 nan 2.070041 nan 1.844743 nan 3.110937 0.000000 2387508414807025.500000 
SpARCS0035 119 204033272 1.128258 0.869595 1.303646 0.948527 1.126352 0.920590 1.369935 1.252629 1.062805 0.951459 nan 0.814324 nan 0.703675 nan 0.412732 nan 0.292133 nan 0.396799 
SpARCS0035 116 204030962 11.098490 8.240752 12.295003 4.198175 11.004527 4.184105 9.597303 5.595269 7.229632 4.453379 7.074916 4.282048 6.676097 3.695801 3.857601 2.606434 1.429519 3.320118 0.000001 0.000000 
